 7112994.940561 1.250E-29 7.340E-08.04580.046  343.96940.67-.007400       b      0       X      0                N 15O 14     q6766534928 7 4 1 2    25.0   29.0
 7312995.463658 2.296E-29 2.338E-02.03120.034 1379.73650.63-.009300       b      0       X      0                P 31Q 30     d55665349271512 1 2   366.0  366.0
 7112995.712738 2.911E-27 1.551E-02.04680.048 1745.08060.72-.006650       b      1       X      1                R 11R 11     d54644449 5 5 3 1 1    25.0   23.0
 7112997.779947 3.289E-27 1.735E-02.04680.048 1743.01330.72-.007400       b      1       X      1                R 11Q 12     d54644449 5 5 3 1 1    25.0   25.0
 7212998.158989 1.369E-28 2.246E-02.03120.034 1344.55200.63-.009300       b      0       X      0                P 31P 31     d57675349271512 1 2    61.0   63.0
 7112998.728672 2.437E-27 1.581E-02.04580.047 1816.09790.67-.007200       b      1       X      1                R 13R 13     d54644449 5 5 3 1 1    29.0   27.0
 7312999.217807 3.491E-29 2.442E-02.03220.035 1295.51140.63-.009300       b      0       X      0                P 30P 30     d55665349271512 1 2   354.0  366.0
 7212999.907306 1.325E-28 2.156E-02.03120.034 1342.80370.63-.009300       b      0       X      0                P 31Q 30     d57675349271512 1 2    61.0   61.0
 7112999.956884 1.106E-25 2.296E-02.03320.035 1248.20130.63-.009200       b      0       X      0                P 29P 29     d68775349291512 1 2    57.0   59.0
 7113000.816219 2.708E-27 1.740E-02.04580.047 1814.01040.67-.007400       b      1       X      1                R 13Q 14     d54644449 5 5 3 1 1    29.0   29.0
 7313000.968413 3.371E-29 2.338E-02.03220.035 1293.76070.63-.009200       b      0       X      0                P 30Q 29     d55665349271512 1 2   354.0  354.0
 7113001.341178 1.884E-27 1.604E-02.04470.045 1898.44770.65-.007300       b      1       X      1                R 15R 15     d54644449 5 5 3 1 1    33.0   31.0
 7113001.709510 1.065E-25 2.194E-02.03320.035 1246.44860.63-.009100       b      0       X      0                P 29Q 28     d68775349291512 1 2    57.0   57.0
 7113002.186320 1.440E-30 2.977E-07.03120.034 1245.97180.63-.009300       b      0       X      0                P 29O 30     q6766534928 7 4 1 2    57.0   61.0
 7113003.448276 2.069E-27 1.744E-02.04470.045 1896.34060.65-.007400       b      1       X      1                R 15Q 16     d54644449 5 5 3 1 1    33.0   33.0
 7213003.506424 1.991E-28 2.250E-02.03220.035 1260.87940.63-.009300       b      0       X      0                P 30P 30     d57675349271512 1 2    59.0   61.0
 7113003.547640 1.355E-27 1.623E-02.04340.043 1992.11650.65-.007500       b      1       X      1                R 17R 17     d54644449 5 5 3 1 1    37.0   35.0
 7313004.622077 5.060E-29 2.446E-02.03320.035 1212.28380.63-.009200       b      0       X      0                P 29P 29     d55665349271512 1 2   342.0  354.0
 7213005.262907 1.924E-28 2.156E-02.03220.035 1259.12300.63-.009200       b      0       X      0                P 30Q 29     d57675349271512 1 2    59.0   59.0
 7113005.345219 9.092E-28 1.637E-02.04170.043 2097.08890.64-.007300       b      1       X      1                R 19R 19     d54644449 5 5 3 1 1    41.0   39.0
 7113005.673764 1.474E-27 1.748E-02.04340.043 1989.99040.65-.007800       b      1       X      1                R 17Q 18     d54644449 5 5 3 1 1    37.0   37.0
 7313006.381115 4.880E-29 2.340E-02.03320.035 1210.52480.63-.009100       b      0       X      0                P 29Q 28     d55665349271512 1 2   342.0  342.0
 7113006.730853 5.711E-28 1.649E-02.03980.042 2213.34780.63-.008300       b      1       X      1                R 21R 21     d54644449 5 5 3 1 1    45.0   43.0
 7113007.490005 9.817E-28 1.750E-02.04170.043 2094.94410.64-.008500       b      1       X      1                R 19Q 20     d54644449 5 5 3 1 1    41.0   41.0
 7113007.701251 3.366E-28 1.659E-02.03760.040 2340.87400.63-.009100       b      1       X      1                R 23R 23     d54544449 5 5 3 1 1    49.0   47.0
 7113008.084672 4.763E-29 1.680E-02.03120.034 2790.83880.63-.009700       b      1       X      1                R 29R 29     d44544449 5 5 3 1 1    61.0   59.0
 7113008.252894 1.864E-28 1.668E-02.03540.037 2479.64680.63-.009300       b      1       X      1                R 25R 25     d54544449 5 5 3 1 1    53.0   51.0
 7113008.382030 9.708E-29 1.674E-02.03320.036 2629.64320.63-.009500       b      1       X      1                R 27R 27     d44544449 5 5 3 1 1    57.0   55.0
 7213008.764348 2.856E-28 2.255E-02.03320.035 1179.87440.63-.009200       b      0       X      0                P 29P 29     d57675349271512 1 2    57.0   59.0
 7113008.894039 6.130E-28 1.752E-02.03980.042 2211.18460.63-.008900       b      1       X      1                R 21Q 22     d54644449 5 5 3 1 1    45.0   45.0
 7113009.882645 3.594E-28 1.754E-02.03760.040 2338.69260.63-.008900       b      1       X      1                R 23Q 24     d54544449 5 5 3 1 1    49.0   49.0
 7313009.934516 7.230E-29 2.452E-02.03410.036 1131.79930.63-.009100       b      0       X      0                P 28P 28     d55665349271512 1 2   330.0  342.0
 7113010.319963 5.031E-29 1.756E-02.03120.034 2788.60350.63-.009300       b      1       X      1                R 29Q 30     d44544449 5 5 3 1 1    61.0   61.0
 7113010.452353 1.982E-28 1.755E-02.03540.037 2477.44730.63-.009100       b      1       X      1                R 25Q 26     d54544449 5 5 3 1 1    53.0   53.0
 7213010.529021 2.756E-28 2.158E-02.03320.035 1178.10970.63-.009100       b      0       X      0                P 29Q 28     d57675349271512 1 2    57.0   57.0
 7113010.599446 1.029E-28 1.756E-02.03320.036 2627.42580.63-.009100       b      1       X      1                R 27Q 28     d44544449 5 5 3 1 1    57.0   57.0
 7113010.812336 2.276E-25 2.306E-02.03550.037 1085.20330.63-.009100       b      0       X      0                P 27P 27     d68775349291512 1 2    53.0   55.0
 7313011.702012 6.962E-29 2.341E-02.03410.036 1130.03180.63-.009100       b      0       X      0                P 28Q 27     d55665349271512 1 2   330.0  330.0
 7113012.582458 2.187E-25 2.197E-02.03550.037 1083.43320.63-.009100       b      0       X      0                P 27Q 26     d68775349291512 1 2    53.0   53.0
 7113013.023936 2.970E-30 2.995E-07.03320.036 1082.99170.63-.009100       b      0       X      0                P 27O 28     q6766534928 7 4 1 2    53.0   57.0
 7213013.932997 4.036E-28 2.259E-02.03410.036 1101.54000.63-.009100       b      0       X      0                P 28P 28     d57675349271512 1 2    55.0   57.0
 7113014.295775 1.630E-29 7.623E-08.04680.047  260.68240.72-.007400       b      0       X      0                N 13O 12     q6766534928 7 4 1 2    21.0   25.0
 7313015.155359 1.018E-28 2.457E-02.03550.037 1054.06100.63-.009100       b      0       X      0                P 27P 27     d65665349271512 1 2   318.0  330.0
 7213015.705886 3.890E-28 2.159E-02.03410.036 1099.76710.63-.009100       b      0       X      0                P 28Q 27     d57675349271512 1 2    55.0   55.0
 7313016.931345 9.788E-29 2.343E-02.03550.037 1052.28500.63-.009100       b      0       X      0                P 27Q 26     d65665349271512 1 2   318.0  318.0
 7213019.012592 5.627E-28 2.264E-02.03550.037 1025.87920.63-.009100       b      0       X      0                P 27P 27     d57675349271512 1 2    53.0   55.0
 7313020.284830 1.413E-28 2.464E-02.03650.038  979.07200.63-.009100       b      0       X      0                P 26P 26     d65665349271512 1 2   306.0  318.0
 7213020.793726 5.414E-28 2.160E-02.03550.037 1024.09810.63-.009100       b      0       X      0                P 27Q 26     d57675349271512 1 2    53.0   53.0
 7113021.290830 4.414E-25 2.318E-02.03750.039  933.53090.63-.008900       b      0       X      0                P 25P 25     d68775349291512 1 2    49.0   51.0
 7313022.069339 1.356E-28 2.344E-02.03650.038  977.28750.63-.008900       b      0       X      0                P 26Q 25     d65665349271512 1 2   306.0  306.0
 7113023.078592 4.225E-25 2.200E-02.03750.039  931.74310.63-.008900       b      0       X      0                P 25Q 24     d68775349291512 1 2    49.0   49.0
 7113023.484507 5.780E-30 3.022E-07.03540.037  931.33720.63-.009100       b      0       X      0                P 25O 26     q6766534928 7 4 1 2    49.0   53.0
 7213024.003345 7.733E-28 2.270E-02.03650.038  952.89500.63-.009100       b      0       X      0                P 26P 26     d57675349271512 1 2    51.0   53.0
 7313025.323138 1.932E-28 2.470E-02.03750.039  906.83530.63-.008900       b      0       X      0                P 25P 25     d65665349271512 1 2   294.0  306.0
 7213025.792754 7.428E-28 2.162E-02.03650.038  951.10560.63-.008900       b      0       X      0                P 26Q 25     d57675349271512 1 2    51.0   51.0
 7313027.116207 1.851E-28 2.346E-02.03750.039  905.04220.63-.008900       b      0       X      0                P 25Q 24     d65665349271512 1 2   294.0  294.0
 7213028.905454 1.047E-27 2.274E-02.03750.039  882.59010.63-.008900       b      0       X      0                P 25P 25     d57675349271512 1 2    49.0   51.0
 7313030.270479 2.603E-28 2.477E-02.03890.040  837.35360.63-.008900       b      0       X      0                P 24P 24     d65665349271512 1 2   282.0  294.0
 7213030.703174 1.004E-27 2.163E-02.03750.039  880.79230.63-.008900       b      0       X      0                P 25Q 24     d57675349271512 1 2    49.0   49.0
 7113031.394094 8.051E-25 2.331E-02.03990.040  793.20870.63-.008900       b      0       X      0                P 23P 23     d68775349291512 1 2    45.0   47.0
 7313032.072150 2.488E-28 2.347E-02.03890.040  835.55200.63-.008900       b      0       X      0                P 24Q 23     d65665349271512 1 2   282.0  282.0
 7113033.199677 7.673E-25 2.203E-02.03990.040  791.40310.63-.008900       b      0       X      0                P 23Q 22     d68775349291512 1 2    45.0   45.0
 7113033.294795 1.970E-29 8.051E-08.04780.048  188.85310.73-.007500       b      0       X      0                N 11O 10     q6766534928 7 4 1 2    17.0   21.0
 7113033.569735 1.060E-29 3.056E-07.03760.039  791.03310.63-.008900       b      0       X      0                P 23O 24     q6766534928 7 4 1 2    45.0   49.0
 7213033.719104 1.398E-27 2.281E-02.03890.040  814.96720.63-.008900       b      0       X      0                P 24P 24     d57675349271512 1 2    47.0   49.0
 7313035.127037 3.454E-28 2.484E-02.03990.040  770.62980.63-.008900       b      0       X      0                P 23P 23     d65665349271512 1 2   270.0  282.0
 7213035.525174 1.338E-27 2.164E-02.03890.040  813.16110.63-.008900       b      0       X      0                P 24Q 23     d57675349271512 1 2    47.0   47.0
 7313036.937358 3.295E-28 2.349E-02.03990.040  768.81950.63-.008900       b      0       X      0                P 23Q 22     d65665349271512 1 2   270.0  270.0
 7213038.444468 1.840E-27 2.288E-02.03990.040  750.02890.63-.008900       b      0       X      0                P 23P 23     d67675349271512 1 2    45.0   47.0
 7313039.892984 4.515E-28 2.491E-02.04090.041  706.66640.63-.008900       b      0       X      0                P 22P 22     d65665349271512 1 2   258.0  270.0
 7213040.258933 1.756E-27 2.165E-02.03990.040  748.21440.63-.008900       b      0       X      0                P 23Q 22     d67675349271512 1 2    45.0   45.0
 7113041.123638 1.380E-24 2.347E-02.04160.042  664.25950.63-.008900       b      0       X      0                P 21P 21     d68775349291512 1 2    41.0   43.0
 7313041.712007 4.297E-28 2.351E-02.04090.041  704.84740.63-.008900       b      0       X      0                P 22Q 21     d65665349271512 1 2   258.0  258.0
 7113042.947272 1.308E-24 2.206E-02.04160.042  662.43590.64-.008500       b      0       X      0                P 21Q 20     d68775349291512 1 2    41.0   41.0
 7213043.081710 2.385E-27 2.295E-02.04090.041  687.77770.63-.008900       b      0       X      0                P 22P 22     d67675349271512 1 2    43.0   45.0
 7113043.281094 1.820E-29 3.082E-07.03980.041  662.10200.63-.008900       b      0       X      0                P 21O 22     q6766534928 7 4 1 2    41.0   45.0
 7313044.568477 5.812E-28 2.500E-02.04160.042  645.46600.63-.008900       b      0       X      0                P 21P 21     d65665349271512 1 2   246.0  258.0
 7213044.904619 2.271E-27 2.167E-02.04090.041  685.95480.63-.008900       b      0       X      0                P 22Q 21     d67675349271512 1 2    43.0   43.0
 7313046.396264 5.517E-28 2.353E-02.04160.042  643.63820.64-.008500       b      0       X      0                P 21Q 20     d65665349271512 1 2   246.0  246.0
 7213047.630978 3.046E-27 2.303E-02.04160.042  628.21600.63-.008900       b      0       X      0                P 21P 21     d68675349271512 1 2    41.0   43.0
 7313049.153662 7.367E-28 2.509E-02.04260.042  587.03090.64-.008500       b      0       X      0                P 20P 20     d65665349271512 1 2   234.0  246.0
 7213049.462388 2.894E-27 2.169E-02.04160.042  626.38460.64-.008500       b      0       X      0                P 21Q 20     d68675349271512 1 2    41.0   41.0
 7113050.480755 2.220E-24 2.366E-02.04330.043  546.70420.64-.008300       b      0       X      0                P 19P 19     d68775349291512 1 2    37.0   39.0
 7313050.990284 6.972E-28 2.354E-02.04260.042  585.19430.64-.008300       b      0       X      0                P 20Q 19     d65665349271512 1 2   234.0  234.0
 7113051.936722 2.190E-29 8.752E-08.04910.049  128.49200.74-.007300       b      0       X      0                N  9O  8     q6766534928 7 4 1 2    13.0   17.0
 7213052.092410 3.832E-27 2.312E-02.04260.042  571.34600.64-.008500       b      0       X      0                P 20P 20     d68675349271512 1 2    39.0   41.0
 7113052.322742 2.091E-24 2.209E-02.04330.043  544.86220.65-.007800       b      0       X      0                P 19Q 18     d68775349291512 1 2    37.0   37.0
 7113052.619827 2.940E-29 3.120E-07.04170.042  544.56510.64-.008500       b      0       X      0                P 19O 20     q6766534928 7 4 1 2    37.0   41.0
 7313053.648672 9.193E-28 2.520E-02.04330.043  531.36350.64-.008300       b      0       X      0                P 19P 19     d65665349271512 1 2   222.0  234.0
 7213053.932387 3.630E-27 2.171E-02.04260.042  569.50610.64-.008300       b      0       X      0                P 20Q 19     d68675349271512 1 2    39.0   39.0
 7313055.494209 8.671E-28 2.356E-02.04330.043  529.51800.65-.007800       b      0       X      0                P 19Q 18     d65665349271512 1 2   222.0  222.0
 7213056.466132 4.746E-27 2.321E-02.04330.043  517.17000.64-.008300       b      0       X      0                P 19P 19     d68675349271512 1 2    37.0   39.0
 7313058.053629 1.129E-27 2.531E-02.04390.044  478.46600.65-.007800       b      0       X      0                P 18P 18     d65665349271512 1 2   210.0  222.0
 7213058.314752 4.482E-27 2.173E-02.04330.043  515.32140.65-.007800       b      0       X      0                P 19Q 18     d68675349271512 1 2    37.0   37.0
 7113059.466526 3.343E-24 2.388E-02.04460.044  440.56180.65-.007500       b      0       X      0                P 17P 17     d68775349291512 1 2    33.0   35.0
 7313059.908176 1.061E-27 2.358E-02.04390.044  476.61150.65-.007500       b      0       X      0                P 18Q 17     d65665349271512 1 2   210.0  210.0
 7213060.752258 5.789E-27 2.332E-02.04390.044  465.69000.65-.007800       b      0       X      0                P 18P 18     d68675349271512 1 2    35.0   37.0
 7113061.327273 3.126E-24 2.213E-02.04460.044  438.70100.65-.007400       b      0       X      0                P 17Q 16     d68775349291512 1 2    33.0   33.0
 7113061.586943 4.440E-29 3.158E-07.04340.043  438.44130.65-.007800       b      0       X      0                P 17O 18     q6766534928 7 4 1 2    33.0   37.0
 7313062.368640 1.364E-27 2.544E-02.04460.044  428.34040.65-.007500       b      0       X      0                P 17P 17     d65665349271512 1 2   198.0  210.0
 7213062.609609 5.447E-27 2.175E-02.04390.044  463.83270.65-.007500       b      0       X      0                P 18Q 17     d68675349271512 1 2    35.0   35.0
 7313064.232307 1.277E-27 2.361E-02.04460.044  426.47680.65-.007400       b      0       X      0                P 17Q 16     d65665349271512 1 2   198.0  198.0
 7213064.950890 6.949E-27 2.344E-02.04460.044  416.90800.65-.007500       b      0       X      0                P 17P 17     d68675349271512 1 2    33.0   35.0
 7313066.593800 1.621E-27 2.558E-02.04530.045  380.98870.65-.007400       b      0       X      0                P 16P 16     d65665349271512 1 2   186.0  198.0
 7213066.817075 6.512E-27 2.177E-02.04460.044  415.04180.65-.007400       b      0       X      0                P 17Q 16     d68675349271512 1 2    33.0   33.0
 7113068.081818 4.706E-24 2.417E-02.04600.045  345.84950.66-.007400       b      0       X      0                P 15P 15     d68775349291512 1 2    29.0   31.0
 7313068.466721 1.511E-27 2.364E-02.04530.045  379.11580.66-.007400       b      0       X      0                P 16Q 15     d65665349271512 1 2   186.0  186.0
 7213069.062119 8.206E-27 2.356E-02.04530.045  370.82580.65-.007400       b      0       X      0                P 16P 16     d68675349271512 1 2    31.0   33.0
